job_id,arrival_time_s,duration_s,gpu_count,gpu_type,preemptible
ph-application_1506638472019_5764,176875.0,3344.0,1,any,False
ph-application_1506638472019_5775,176908.0,4047.0,1,any,False
ph-application_1506638472019_5776,176911.0,3951.0,1,any,False
ph-application_1506638472019_5781,176942.0,4023.0,1,any,False
ph-application_1506638472019_5811,178124.0,71.0,1,any,False
ph-application_1506638472019_5812,178326.0,18570.0,1,any,False
ph-application_1506638472019_5852,180770.0,3455.0,1,any,False
ph-application_1506638472019_5859,180890.0,3027.0,1,any,False
ph-application_1506638472019_5864,181073.0,3141.0,1,any,False
ph-application_1506638472019_5884,184305.0,439.0,8,any,False
ph-application_1506638472019_5889,184724.0,67.0,1,any,False
ph-application_1506638472019_5895,186237.0,7580.0,1,any,False
ph-application_1506638472019_5902,187777.0,4987.0,8,any,False
ph-application_1506638472019_5909,189179.0,7833.0,4,any,False
ph-application_1506638472019_5917,190124.0,69.0,1,any,False
ph-application_1506638472019_5940,192009.0,35775.0,8,any,False
ph-application_1506638472019_5956,192566.0,2726.0,1,any,False
ph-application_1506638472019_5967,193724.0,70.0,1,any,False
ph-application_1506638472019_5974,195657.0,19780.0,1,any,False
ph-application_1506638472019_5986,196797.0,549.0,1,any,False
ph-application_1506638472019_5987,197250.0,4353.0,8,any,False
ph-application_1506638472019_5993,198524.0,67.0,1,any,False
ph-application_1506638472019_6015,201102.0,72010.0,1,any,True
ph-application_1506638472019_6029,201576.0,72012.0,1,any,True
ph-application_1506638472019_6041,202724.0,69.0,1,any,False
ph-application_1506638472019_6044,203203.0,6530.0,8,any,True
ph-application_1506638472019_6052,206287.0,16.0,2,any,False
ph-application_1506638472019_6097,217003.0,3252.0,1,any,False
ph-application_1506638472019_6099,217245.0,36.0,4,any,False
ph-application_1506638472019_6142,225263.0,611.0,8,any,False
ph-application_1506638472019_6150,226724.0,67.0,1,any,False
ph-application_1506638472019_6160,229411.0,36.0,8,any,False
ph-application_1506638472019_6238,235815.0,3045.0,1,any,False
ph-application_1506638472019_6255,237524.0,71.0,1,any,False
ph-application_1506638472019_6257,238124.0,73.0,1,any,False
ph-application_1506638472019_6271,242656.0,60865.0,1,any,False
ph-application_1506638472019_6272,242836.0,2931.0,4,any,True
ph-application_1506638472019_6293,245094.0,46.0,1,any,False
ph-application_1506638472019_6302,245390.0,618.0,8,any,False
ph-application_1506638472019_6320,245551.0,2485.0,1,any,False
ph-application_1506638472019_6322,245554.0,2636.0,1,any,False
ph-application_1506638472019_6333,245661.0,2716.0,1,any,False
ph-application_1506638472019_6348,245804.0,2476.0,1,any,False
ph-application_1506638472019_6362,245924.0,66.0,1,any,False
ph-application_1506638472019_6363,245924.0,2458.0,1,any,False
ph-application_1506638472019_6387,246148.0,2514.0,1,any,False
ph-application_1506638472019_6406,246347.0,2593.0,1,any,False
ph-application_1506638472019_6415,246385.0,2441.0,1,any,False
ph-application_1506638472019_6444,246556.0,2440.0,1,any,False
ph-application_1506638472019_6452,246596.0,2494.0,1,any,False
ph-application_1506638472019_6466,246695.0,2545.0,1,any,False
ph-application_1506638472019_6475,246751.0,2533.0,1,any,False
ph-application_1506638472019_6485,246841.0,2642.0,1,any,False
ph-application_1506638472019_6505,246980.0,2591.0,1,any,False
ph-application_1506638472019_6534,247151.0,2636.0,1,any,False
ph-application_1506638472019_6570,247607.0,2623.0,1,any,False
ph-application_1506638472019_6584,247697.0,2642.0,1,any,False
ph-application_1506638472019_6586,247703.0,2595.0,1,any,False
ph-application_1506638472019_6587,247708.0,2488.0,1,any,False
ph-application_1506638472019_6590,247726.0,2524.0,1,any,False
ph-application_1506638472019_6596,247746.0,2604.0,1,any,False
ph-application_1506638472019_6611,247842.0,2544.0,1,any,True
ph-application_1506638472019_6637,247983.0,4429.0,1,any,False
ph-application_1506638472019_6651,248065.0,2442.0,1,any,False
ph-application_1506638472019_6670,248224.0,2593.0,1,any,False
ph-application_1506638472019_6714,249905.0,4422.0,1,any,False
ph-application_1506638472019_6724,249953.0,532.0,4,any,False
ph-application_1506638472019_6729,249970.0,2528.0,1,any,False
ph-application_1506638472019_6760,250334.0,4405.0,1,any,False
ph-application_1506638472019_6775,250407.0,2521.0,1,any,False
ph-application_1506638472019_6810,250648.0,2452.0,1,any,False
ph-application_1506638472019_6815,250695.0,2451.0,1,any,False
ph-application_1506638472019_6860,251080.0,2471.0,1,any,False
ph-application_1506638472019_6876,251234.0,2483.0,1,any,False
ph-application_1506638472019_6879,251262.0,2556.0,1,any,False
ph-application_1506638472019_6890,251323.0,63.0,1,any,False
ph-application_1506638472019_6891,251325.0,1640.0,1,any,False
ph-application_1506638472019_6907,251371.0,2501.0,1,any,False
ph-application_1506638472019_6920,251437.0,2524.0,1,any,False
ph-application_1506638472019_6922,251442.0,1714.0,1,any,False
ph-application_1506638472019_6932,251490.0,1672.0,1,any,False
ph-application_1506638472019_6955,251564.0,2508.0,1,any,False
ph-application_1506638472019_6967,251608.0,2512.0,1,any,False
ph-application_1506638472019_6975,251643.0,2425.0,1,any,False
ph-application_1506638472019_6985,251681.0,2524.0,1,any,False
ph-application_1506638472019_6993,251702.0,1481.0,1,any,False
ph-application_1506638472019_6996,251707.0,1481.0,1,any,False
ph-application_1506638472019_7000,251721.0,1296.0,1,any,False
ph-application_1506638472019_7008,251767.0,24.0,1,any,False
ph-application_1506638472019_7021,251781.0,2529.0,1,any,False
ph-application_1506638472019_7024,251792.0,2643.0,1,any,False
ph-application_1506638472019_7039,251836.0,2565.0,1,any,False
ph-application_1506638472019_7045,251869.0,1024.0,1,any,False
ph-application_1506638472019_7046,251870.0,2571.0,1,any,True
ph-application_1506638472019_7061,251942.0,965.0,1,any,False
ph-application_1506638472019_7065,251961.0,2431.0,1,any,False
ph-application_1506638472019_7074,251995.0,2583.0,1,any,False
ph-application_1506638472019_7081,252012.0,905.0,1,any,False
ph-application_1506638472019_7087,252038.0,883.0,1,any,False
ph-application_1506638472019_7132,252181.0,2463.0,1,any,False
ph-application_1506638472019_7164,252303.0,699.0,1,any,False
ph-application_1506638472019_7187,252369.0,2469.0,1,any,False
ph-application_1506638472019_7218,252464.0,2529.0,1,any,True
ph-application_1506638472019_7221,252474.0,599.0,1,any,False
ph-application_1506638472019_7246,252568.0,2687.0,1,any,False
ph-application_1506638472019_7250,252581.0,2422.0,1,any,False
ph-application_1506638472019_7254,252600.0,375.0,1,any,False
ph-application_1506638472019_7262,252648.0,2528.0,1,any,False
ph-application_1506638472019_7265,252657.0,2550.0,1,any,False
ph-application_1506638472019_7287,252809.0,4338.0,1,any,False
ph-application_1506638472019_7293,252834.0,2426.0,1,any,False
ph-application_1506638472019_7304,252893.0,2584.0,1,any,False
ph-application_1506638472019_7310,252926.0,2562.0,1,any,False
ph-application_1506638472019_7329,253026.0,2627.0,1,any,False
ph-application_1506638472019_7330,253041.0,2673.0,1,any,False
ph-application_1506638472019_7374,255170.0,4396.0,1,any,False
ph-application_1506638472019_7425,255504.0,2481.0,1,any,False
ph-application_1506638472019_7430,255552.0,2503.0,1,any,False
ph-application_1506638472019_7442,255650.0,2645.0,1,any,False
ph-application_1506638472019_7444,255668.0,2627.0,1,any,False
ph-application_1506638472019_7445,255681.0,2552.0,1,any,False
ph-application_1506638472019_7446,255683.0,2558.0,1,any,False
ph-application_1506638472019_7452,255726.0,2451.0,1,any,False
ph-application_1506638472019_7470,255825.0,2708.0,1,any,False
ph-application_1506638472019_7491,255949.0,2675.0,1,any,True
ph-application_1506638472019_7494,255957.0,2620.0,1,any,False
ph-application_1506638472019_7495,255962.0,2563.0,1,any,False
ph-application_1506638472019_7496,255964.0,2543.0,1,any,False
ph-application_1506638472019_7504,256009.0,2625.0,1,any,False
ph-application_1506638472019_7509,256045.0,2617.0,1,any,False
ph-application_1506638472019_7514,256079.0,2536.0,1,any,False
ph-application_1506638472019_7515,256080.0,2654.0,1,any,False
ph-application_1506638472019_7527,256156.0,2583.0,1,any,False
ph-application_1506638472019_7530,256162.0,2673.0,1,any,False
ph-application_1506638472019_7535,256190.0,2571.0,1,any,False
ph-application_1506638472019_7536,256201.0,2526.0,1,any,False
ph-application_1506638472019_7539,256204.0,2512.0,1,any,False
ph-application_1506638472019_7560,256338.0,2650.0,1,any,False
ph-application_1506638472019_7583,256491.0,2608.0,1,any,False
ph-application_1506638472019_7603,256623.0,2722.0,1,any,False
ph-application_1506638472019_7608,256650.0,2626.0,1,any,False
ph-application_1506638472019_7646,256898.0,2672.0,1,any,False
ph-application_1506638472019_7681,257234.0,3951.0,1,any,False
ph-application_1506638472019_7688,257280.0,2645.0,1,any,False
ph-application_1506638472019_7726,257590.0,2691.0,1,any,False
ph-application_1506638472019_7731,257669.0,17.0,2,any,False
ph-application_1506638472019_7735,257722.0,3751.0,1,any,False
ph-application_1506638472019_7790,258189.0,3801.0,1,any,False
ph-application_1506638472019_7807,258265.0,2613.0,1,any,False
ph-application_1506638472019_7814,258297.0,2917.0,1,any,False
ph-application_1506638472019_7816,258310.0,134815.0,8,any,True
ph-application_1506638472019_7819,258323.0,46278.0,1,any,False
ph-application_1506638472019_7826,258347.0,2682.0,1,any,False
ph-application_1506638472019_7849,258448.0,65029.0,1,any,False
ph-application_1506638472019_7877,258578.0,2672.0,1,any,False
