job_id,arrival_time_s,duration_s,gpu_count,gpu_type,preemptible
ph-application_1506638472019_8970,1507149583.0,2645.0,1,any,True
ph-application_1506638472019_9010,1507149914.0,3405.0,1,any,False
ph-application_1506638472019_9084,1507150598.0,2785.0,1,any,False
ph-application_1506638472019_9154,1507151129.0,2757.0,1,any,False
ph-application_1506638472019_9265,1507151958.0,54.0,1,any,False
ph-application_1506638472019_9329,1507152473.0,60.0,1,any,False
ph-application_1506638472019_9418,1507153190.0,46.0,1,any,False
ph-application_1506638472019_9471,1507153627.0,58.0,1,any,False
ph-application_1506638472019_9620,1507154953.0,58.0,1,any,False
ph-application_1506638472019_9642,1507155182.0,51.0,1,any,False
ph-application_1506638472019_9649,1507155229.0,50427.0,8,any,False
ph-application_1506638472019_9682,1507155545.0,56.0,1,any,False
ph-application_1506638472019_9732,1507155931.0,3972.0,1,any,False
ph-application_1506638472019_9752,1507156464.0,59.0,1,any,False
ph-application_1506638472019_9767,1507156765.0,3756.0,1,any,False
ph-application_1506638472019_9842,1507165094.0,1084.0,1,any,False
ph-application_1506638472019_9874,1507165237.0,1276.0,1,any,False
ph-application_1506638472019_9949,1507165840.0,41.0,1,any,False
ph-application_1506638472019_9970,1507166023.0,42.0,1,any,False
ph-application_1506638472019_9980,1507166126.0,56.0,1,any,False
ph-application_1506638472019_10000,1507166262.0,57.0,1,any,False
ph-application_1506638472019_10054,1507166722.0,50.0,1,any,False
ph-application_1506638472019_10307,1507191758.0,88831.0,1,any,True
ph-application_1506638472019_10331,1507193765.0,5670.0,8,any,False
ph-application_1506638472019_10403,1507200198.0,753.0,1,any,True
ph-application_1506638472019_10442,1507205181.0,1046.0,4,any,False
ph-application_1506638472019_10455,1507206464.0,172800,1,any,False
ph-application_1506638472019_10490,1507208608.0,172800,8,any,True
ph-application_1506638472019_10573,1507209295.0,693.0,1,any,False
ph-application_1506638472019_10586,1507210302.0,47.0,1,any,False
ph-application_1506638472019_10612,1507212115.0,72.0,1,any,False
ph-application_1506638472019_10631,1507213271.0,1446.0,1,any,False
ph-application_1506638472019_10647,1507213384.0,2534.0,1,any,False
ph-application_1506638472019_10657,1507213444.0,1473.0,1,any,False
ph-application_1506638472019_10771,1507214155.0,1539.0,1,any,False
ph-application_1506638472019_10834,1507214648.0,308.0,1,any,False
ph-application_1506638472019_10862,1507214835.0,1562.0,1,any,False
ph-application_1506638472019_10885,1507214977.0,1431.0,1,any,False
ph-application_1506638472019_10932,1507215188.0,1459.0,1,any,False
ph-application_1506638472019_11020,1507215708.0,1485.0,1,any,False
ph-application_1506638472019_11079,1507216090.0,2539.0,1,any,False
ph-application_1506638472019_11086,1507216140.0,1526.0,1,any,False
ph-application_1506638472019_11279,1507217927.0,88.0,1,any,False
ph-application_1506638472019_11351,1507218581.0,85.0,1,any,False
ph-application_1506638472019_11375,1507218734.0,723.0,1,any,False
ph-application_1506638472019_11414,1507218951.0,718.0,1,any,False
ph-application_1506638472019_11465,1507219314.0,67.0,1,any,False
ph-application_1506638472019_11471,1507219353.0,705.0,1,any,False
ph-application_1506638472019_11582,1507220131.0,968.0,1,any,False
ph-application_1506638472019_11593,1507220274.0,1524.0,1,any,False
ph-application_1506638472019_11818,1507222774.0,1467.0,1,any,False
ph-application_1506638472019_11844,1507222918.0,1467.0,1,any,False
ph-application_1506638472019_11882,1507223151.0,1507.0,1,any,False
ph-application_1506638472019_11943,1507223675.0,1464.0,1,any,False
ph-application_1506638472019_11979,1507223876.0,1511.0,1,any,False
ph-application_1506638472019_12343,1507227544.0,319.0,1,any,False
ph-application_1506638472019_12363,1507227716.0,1122.0,1,any,False
ph-application_1506638472019_12373,1507227847.0,493.0,1,any,False
ph-application_1506638472019_12443,1507233114.0,73.0,1,any,False
ph-application_1506638472019_12495,1507236162.0,1628.0,1,any,False
ph-application_1506638472019_12507,1507236240.0,962.0,1,any,False
ph-application_1506638472019_12527,1507236380.0,1627.0,1,any,False
ph-application_1506638472019_12560,1507236576.0,925.0,1,any,False
ph-application_1506638472019_12653,1507255315.0,66.0,1,any,False
ph-application_1506638472019_12776,1507269977.0,563.0,1,any,False
ph-application_1506638472019_12813,1507270261.0,172800,1,any,False
ph-application_1506638472019_12899,1507279059.0,2724.0,1,any,False
ph-application_1506638472019_12915,1507280572.0,612.0,1,any,False
ph-application_1506638472019_12960,1507283142.0,134.0,1,any,False
ph-application_1506638472019_13119,1507286188.0,597.0,1,any,False
ph-application_1506638472019_13171,1507286469.0,553.0,1,any,False
ph-application_1506638472019_13217,1507286737.0,2503.0,1,any,False
ph-application_1506638472019_13220,1507286752.0,502.0,1,any,False
ph-application_1506638472019_13281,1507287335.0,561.0,1,any,False
ph-application_1506638472019_13307,1507287432.0,579.0,1,any,False
ph-application_1506638472019_13325,1507287490.0,536.0,1,any,False
ph-application_1506638472019_13361,1507287662.0,580.0,1,any,True
ph-application_1506638472019_13375,1507287709.0,570.0,1,any,False
ph-application_1506638472019_13486,1507288053.0,542.0,1,any,False
ph-application_1506638472019_13501,1507288100.0,567.0,1,any,False
ph-application_1506638472019_13508,1507288128.0,533.0,1,any,False
ph-application_1506638472019_13651,1507289369.0,592.0,1,any,False
ph-application_1506638472019_13893,1507290525.0,555.0,1,any,False
ph-application_1506638472019_13944,1507290965.0,546.0,1,any,False
ph-application_1506638472019_13970,1507291051.0,555.0,1,any,False
ph-application_1506638472019_14019,1507291338.0,558.0,1,any,False
ph-application_1506638472019_14147,1507297915.0,60.0,1,any,False
ph-application_1506638472019_14291,1507324915.0,70.0,1,any,False
ph-application_1506638472019_14298,1507327315.0,69.0,1,any,False
ph-application_1506638472019_14320,1507329122.0,544.0,1,any,False
ph-application_1506638472019_14338,1507331324.0,116644.0,1,any,False
ph-application_1506638472019_14339,1507331346.0,172800,1,any,True
ph-application_1506638472019_14622,1507387915.0,64.0,1,any,False
ph-application_1506638472019_14640,1507393206.0,172800,2,any,False
ph-application_1506638472019_14920,1507413750.0,21555.0,1,any,False
ph-application_1506638472019_14984,1507414461.0,237.0,1,any,True
ph-application_1506638472019_15167,1507416603.0,11542.0,1,any,False
ph-application_1506638472019_15292,1507432585.0,10610.0,1,any,False
ph-application_1506638472019_15349,1507433282.0,10669.0,1,any,False
ph-application_1506638472019_15377,1507433590.0,10662.0,1,any,True
ph-application_1506638472019_15432,1507437116.0,84.0,1,any,True
ph-application_1506638472019_15517,1507445054.0,11011.0,1,any,True
ph-application_1506638472019_15525,1507445145.0,10400.0,1,any,False
ph-application_1506638472019_15557,1507445495.0,11440.0,1,any,False
ph-application_1506638472019_15662,1507446767.0,9629.0,1,any,True
ph-application_1506638472019_15796,1507448479.0,10581.0,1,any,False
ph-application_1506638472019_15909,1507449733.0,11580.0,1,any,False
ph-application_1506638472019_15938,1507450073.0,7719.0,1,any,False
ph-application_1506638472019_16111,1507480483.0,5829.0,1,any,False
ph-application_1506638472019_16123,1507480581.0,5845.0,1,any,False
ph-application_1506638472019_16151,1507480904.0,2714.0,1,any,False
ph-application_1506638472019_16210,1507481645.0,2864.0,1,any,False
ph-application_1506638472019_16253,1507482115.0,61.0,1,any,False
